pl_name,hostname,ra,dec,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,sy_dist,sy_tmag,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_refname,disc_pubdate,disc_facility
GJ 3470 b,GJ 3470,119.7735021,15.391209,3.3366496,2455983.70421,1.8984,4.57,13.9,593.5,0.0355,29.4214,10.2479,3600.0,0.547,0.539,2012,Radial Velocity,<a refstr=BONFILS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A..27B/abstract target=ref> Bonfils et al. 2012 </a>,2012-10,La Silla Observatory
